Gedad Vict;Año I;Canton;Provincia;Tipo muerte SRMCE2;NDD;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes2;antecedVBG vic vict;Años Privac;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Cuenta Victima;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict2;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
ENTRE 25 Y 34 AÑOS;2016;SANTO DOMINGO;SANTO DOMINGO DE LOS TSACHILAS;OTRAS MUERTES VIOLENTAS;230101816110055;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;34 AÑOS Y 8 MESES;SI;RURAL;ROCA;NO;SI;ROBO CON MUERTE;SENTENCIADO;NO APLICA;23;1;1;;189 ROBO;189.6 ROBO;ACUSATORIO;NINGUNA;SI;23;30;SI;RESUELTA;SENTENCIADO;CASADO/A;SOLTERO/A;INDIGENA;MESTIZO/A;2/11/2016;;11/11/2016;30/10/2016;;30/10/2016;3/11/2016;9/11/2016;;11/7/2017 0:00:00;NO APLICA;NO;ENTRE 15 Y 24 AÑOS;NO;SI;04:00;20:00;30/12/1899 15:17:28;26923;SI;;SAI;SIN DATO;-0,222681;-79,215772;OTRO DOMICILIO;FINCA;NO APLICA;6;10;NO APLICA;NO APLICA;ECUADOR;ECUADOR;674-AA-DP-2236;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;EDUCACION BASICA;BACHILLERATO;1;1;23281201602793;1;COMERCIANTE;SIN DATO;NO APLICA;47.5.11;SI;NO;;NO;HERIDAS CONTUSAS;NO;DELINCUENCIA COMUN;ROBO DE CARROS;22 AÑOS;ESTUDIANTE;BACHILLER;NO;NO;CONYUGE;CONOCIDO/A;SI;REVOCATORIA/MODIFICACION DE LA PENA;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA CONTUNDENTE;ASESINATO;CONDENATORIA;CONDENATORIA;SI;HIJA
ENTRE 15 Y 24 AÑOS;2016;CAYAMBE;PICHINCHA;FEMICIDIO;170201816120010;;NO;SI;NO;NO;PUBLICO;NO;NO;NO;;NO;26 AÑOS;NO;RURAL;OBJETO CONTUSO;NO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;17;1;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;30;23;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;INDIGENA;MESTIZO/A;5/12/2016;;8/12/2016;1/11/2016;;1/11/2016;8/12/2016;5/12/2016;;9/11/2017 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SI;00:30;23:00;30/12/1899 9:46:00;27575;SI;;SAI;SIN DATO;-0,041415986;-78,223659396;OTRO LUGAR;TERRENO BALDIO;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;;EDUCACION BASICA;PRIMARIA;BACHILLERATO;1;NO APLICA;17291201600590;2;AGRICULTORA;AGRICULTOR;NO APLICA;NO;NO;NO;;NO;HERIDAS CONTUSAS;NO;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;EMPLEADA;ESTUDIANTE;NO;SI;NO APLICA;PAREJA;;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA CONTUNDENTE;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;"MADRE; PADRE; HERMANOS; HIJOS"
ENTRE 25 Y 34 AÑOS;2016;BIBLIAN;CAÑAR;OTRAS MUERTES VIOLENTAS;030201816120001;140 ASESINATO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;ESTAFA;SI;NO IDENTIFICADO;NO APLICA;NO;RURAL;NINGUNA;NO APLICA;NO;ASESINATO;NO IDENTIFICADO;NO APLICA;03;1;1;;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;SI;41;26;NO;RESUELTA;NO APLICA;CASADO/A;SOLTERO/A;MESTIZO/A;SIN DATO;3/11/2016;;30/12/1899;3/11/2016;;10/9/2016;13/7/2017;6/2/2017;;5/10/2017 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;13:30;10:00;30/12/1899 11:42:55;27884;NO APLICA;;SAI;NO IDENTIFICADO;-2,7228674;-78,8789192;OTRO LUGAR;QUEBRADAS;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;;NINGUNO;NINGUNO;SIN DATO;1;NO APLICA;03204201700102;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;SI;NO;;NO IDENTIFICADO;A DETERMINARSE;NO APLICA;VIOLENCIA COMUNITARIA;ACTOS DE ODIO;NO APLICA;QUEHACER. DOMESTICOS;OBRERO;NO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;SENTENCIA;OTROS;ASESINATO;RATIFICATORIA DE INOCENCIA;RATIFICATORIA DE INOCENCIA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2016;SAMBORONDON;GUAYAS;OTRAS MUERTES VIOLENTAS;091601816110008;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;NO APLICA;NO APLICA;RURAL;PICA HIELO;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;SI;26;38;SIN DATO;JUICIO;;SOLTERO/A;CASADO/A;MESTIZO/A;MESTIZO/A;4/11/2016;;30/12/1899;3/11/2016;;3/11/2016;4/11/2016;16/6/2020;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;10:45;21:50;30/12/1899 19:29:38;26994;NO APLICA;;SAI;SIN DATO;-2,0413575;-79,8545916;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;SECUNDARIA;SIN DATO;1;NO APLICA;09333202000539;SIN DATO;EMPLEADA;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;BACHILLER;ARTESANO;NO;NO APLICA;NO APLICA;DESCONOCIDO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 45 Y 64 AÑOS;2016;QUITO;PICHINCHA;FEMICIDIO;170501816110006;;SI;SI;NO;NO;PRIVADO;NO;NO;NO;;NO;34 AÑOS Y 8 MESES;NO;URBANA;NINGUNA;NO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;17;1;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;FISICA;NO;52;59;NO APLICA;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;4/11/2016;;4/11/2016;4/11/2016;;4/11/2016;5/11/2016;4/11/2016;;20/10/2017 0:00:00;NO APLICA;NO;ENTRE 45 Y 64 AÑOS;NO;SI;09:00;02:00;30/12/1899 12:36:26;26979;SI;;FLAGRANCIA;SIN DATO;-0,374058;-78,370001100;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;PRIMARIA;1;NO APLICA;17293201600673;3;SIN DATO;PINTOR;NO APLICA;47.6;NO;NO;;NO;ESTRANGULACION;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;QUEHACER. DOMESTICOS;LAQUEADOR;NO;NO;NO APLICA;CONYUGE;;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;OTROS;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;1 HIJO/A
ENTRE 15 Y 24 AÑOS;2016;GUACHAPALA;AZUAY;FEMICIDIO;010501816110004;;NO;SI;NO;NO;PRIVADO;NO;NO;NO;;NO;34 AÑOS Y 8 MESES;SI;RURAL;MARTILLO;NO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;01;1;1;SI;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;25;22;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;5/11/2016;;5/11/2016;5/11/2016;;5/11/2016;5/11/2016;6/11/2016;;29/9/2017 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SI;05:00;01:15;30/12/1899 12:13:05;26999;SI;;SAI;SIN DATO;-2,774391;-78,712974;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;PERU;;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;EDUCACION BASICA;1;NO APLICA;01282201600149;SIN DATO;TRABAJADORA DEL HOGAR NO REMUNERADA;CONSTRUCTOR DE INVERNADEROS;NO APLICA;47.7;NO;JUICIO DE ALIMENTOS;;JUICIO DE ALIMENTOS;HERIDAS CONTUSAS;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;ESTUDIANTE;ARTESANO;NO;NO;NO APLICA;CONVIVIENTE;;NEGANDO RECURSO;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA CONTUNDENTE;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;MADRE
ENTRE 25 Y 34 AÑOS;2016;QUITO;PICHINCHA;OTRAS MUERTES VIOLENTAS;170101816110671;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;SI;INTIMIDACION;SI;NO;6 AÑOS Y 8 MESES;NO;URBANA;CUCHILLO;45.5;NO;HOMICIDIO;SENTENCIADO;NO APLICA;17;1;1;;144 HOMICIDIO;144 HOMICIDIO;ACUSATORIO;NINGUNA;SI;29;34;SIN DATO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;AFROECUATORIANO/A-AFRODESCENDIENTE;6/11/2016;;30/12/1899;6/11/2016;;6/11/2016;7/11/2016;25/4/2017;;22/6/2018 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;10:00;04:00;30/12/1899 12:55:14;27019;SI;;SAI;SIN DATO;-0,107331215;-78,455284055;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;144 HOMICIDIO;144 HOMICIDIO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;17296201700065;SIN DATO;NO DETERMINADO;SIN DATO;NO APLICA;NO;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA COMUNITARIA;RIÑAS;NO APLICA;QUEHACER. DOMESTICOS;QUEHACER. DOMESTICOS;NO;NO;NO APLICA;AMIGO/A;;NO APLICA;NO APLICA;NO;NO;MUJER;MUJER;SENTENCIA;ARMA BLANCA;HOMICIDIO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 15 Y 24 AÑOS;2016;ECHEANDIA;BOLIVAR;FEMICIDIO;020401816110005;;NO;SI;NO;SI;PUBLICO;NO;NO;NO;;NO;8 AÑOS DE INTERNAMIENTO INSTITUCIONAL;NO;RURAL;NINGUNA;NO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;02;1;1;SI;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;18;16;SI;RESUELTA;INTERNAMIENTO INSTITUCIONAL;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;11/11/2016;;19/12/2016;11/11/2016;;11/11/2016;16/12/2016;16/12/2016;;17/4/2017 0:00:00;NO APLICA;NO;ENTRE 15 Y 24 AÑOS;NO;NO;09:30;03:00;30/12/1899 12:04:28;27164;NO;;SAI;SIN DATO;-1,433601259;-79,281953931;OTRO LUGAR;TERRENO BALDIO;NO APLICA;NINGUNA;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;EDUCACION BASICA;1;NO APLICA;02254201600070;NO APLICA;AGRICULTORA;ESTUDIANTE;NO APLICA;NO;NO;NO;;NO;ESTRANGULACION;SI;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;ESTUDIANTE;ESTUDIANTE;NO;SI;NO APLICA;PAREJA;;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;OTROS;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 15 Y 24 AÑOS;2016;GUAYAQUIL;GUAYAS;OTRAS MUERTES VIOLENTAS;090101816111941;144 HOMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;10 AÑOS;SI;URBANA;PISTOLA;NO;SI;HOMICIDIO;SENTENCIADO;NO APLICA;09;1;1;;144 HOMICIDIO;144 HOMICIDIO;ACUSATORIO;NINGUNA;SI;43;23;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;AFROECUATORIANO/A-AFRODESCENDIENTE;MESTIZO/A;13/11/2016;27/6/2021;30/12/1899;13/11/2016;;13/11/2016;13/11/2016;30/11/2016;;13/10/2017 0:00:00;NO APLICA;NO;ENTRE 35 Y 44 AÑOS;NO;SI;08:40;06:00;30/12/1899 10:43:49;27183;SI;;SAI;SIN DATO;-2,245982;-79,91226;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;;NINGUNO;NINGUNO;SIN DATO;1;NO APLICA;09284201604626;SIN DATO;EMPLEADA;SIN DATO;NO APLICA;NO;NO;NO;;NO;HERIDA POR ARMA DE FUEGO;NO;VIOLENCIA COMUNITARIA;RIÑAS;NO APLICA;QUEHACER. DOMESTICOS;ESTUDIANTE;NO;NO;NO APLICA;DESCONOCIDO;;NEGANDO RECURSO;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA DE FUEGO;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 45 Y 64 AÑOS;2016;CUENCA;AZUAY;FEMICIDIO;010101816110545;;SI;SI;NO;NO;PRIVADO;NO;NO;NO;;NO;14 AÑOS;SI;URBANA;NINGUNA;NO;SI;FEMICIDIO;SENTENCIADO;NO APLICA;01;1;1;SI;141 FEMICIDIO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;45;48;NO;RESUELTA;SENTENCIADO;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;16/11/2016;;18/11/2016;16/11/2016;;17/11/2016;17/11/2016;17/11/2016;;18/7/2017 0:00:00;NO APLICA;NO;ENTRE 45 Y 64 AÑOS;NO;SI;18:30;16:50;30/12/1899 9:53:19;27236;SI;;FLAGRANCIA;SIN DATO;-2,903669106;-79,044796228;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;11;141 FEMICIDIO;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;01283201603989;4;TRABAJADORA SEXUAL;COMERCIANTE;NO APLICA;NO;NO;NO;;NO;ESTRANGULACION;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;34 AÑOS Y 8 MESES;EMPLEADA PRIVADA;EMPLEADO PRIVADO;NO;NO;NO APLICA;CONYUGE;;REVOCATORIA/MODIFICACION DEL TIPO PENAL Y LA PENA;INADMISION;NO;NO;MUJER;HOMBRE;SENTENCIA;OTROS;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;4 HIJOS/AS
ENTRE 15 Y 24 AÑOS;2016;PEDERNALES;MANABI;OTRAS MUERTES VIOLENTAS;131701816110040;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;40 AÑOS;SI;RURAL;REVOLVER;NO;NO;ASESINATO;SENTENCIADO;"1;2";13;1;1;;"140 ASESINATO; TENTATIVA DE ASESINATO";"140 ASESINATO; 140-39 TENTATIVA DE ASESINATO";ACUSATORIO;NINGUNA;SI;30;20;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MULATO/A;MESTIZO/A;18/11/2016;;29/11/2016;18/11/2016;;18/11/2016;18/11/2016;30/11/2016;;13/4/2018 0:00:00;NO APLICA;SI;ENTRE 25 Y 34 AÑOS;NO;SI;08:30;02:00;30/12/1899 15:09:27;27265;SI;;SAI;SIN DATO;0,081665190;-80,037776828;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;;SIN DATO;SIN DATO;BACHILLERATO;1;NO APLICA;13340201600739;3;NO DETERMINADO;SIN DATO;NO APLICA;NO;SI;NO;;NO;HERIDA POR ARMA DE FUEGO;NO;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);NO APLICA;SIN DATO;ESTUDIANTE;NO;SI;NO APLICA;CONOCIDO/A;;NEGANDO RECURSO;NO APLICA;SI;SI;MUJER;HOMBRE;SENTENCIA;ARMA DE FUEGO;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 15 Y 24 AÑOS;2016;ALAUSI;CHIMBORAZO;OTRAS MUERTES VIOLENTAS;060201816110022;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO APLICA;INGRESO DE ARTICULOS PROHIBIDOS;SI;NO;34 AÑOS Y 6 MESES;SI;RURAL;NINGUNA;NO;NO;ASESINATO;SENTENCIADO;2;06;1;1;;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;NO;3;20;NO APLICA;RESUELTA;SENTENCIADO;NO APLICA;SOLTERO/A;INDIGENA;MESTIZO/A;21/11/2016;;30/12/1899;19/11/2016;;19/11/2016;22/11/2016;23/11/2016;;23/5/2017 0:00:00;NO APLICA;NO;MENORES DE 15 AÑOS;NO;NO APLICA;15:30;17:00;30/12/1899 12:02:41;27330;SI;;SAI;SIN DATO;-2,113496059;-78,748523716;DOMICILIO DEL VICTIMARIO;CASA/VILLA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;Niña;NO APLICA;NO APLICA;SIN DATO;1;NO APLICA;06281201600179;NO APLICA;NO APLICA;AGRICULTOR;NO APLICA;47.11;NO;NO;;NO;HERIDAS CONTUSAS;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO APLICA;ESTUDIANTE;NO;NO;NO APLICA;OTROS NO FAMILIARES;;RECHAZANDO RECURSO;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;OTROS;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 35 Y 44 AÑOS;2016;LAGO AGRIO;SUCUMBIOS;FEMICIDIO;210101816110256;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;NO APLICA;NO APLICA;RURAL;CUERDA;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;21;1;1;;NO APLICA;NO APLICA;ABSTENTIVO;NINGUNA;SI;28;39;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;26/11/2016;;30/12/1899;26/11/2016;;26/11/2016;29/11/2016;30/12/1899;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;10:00;03:00;30/12/1899 11:43:03;27429;NO APLICA;;SAI;SIN DATO;0,192646;-76,786576;OTRO LUGAR;VIA PUBLICA;SIN DATO;SIN DATO;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;PRIMARIA;1;NO APLICA;;1;TRABAJADORA DEL HOGAR NO REMUNERADA;AGRICULTOR;NO APLICA;NO APLICA;NO;NO;;NO;AHORCADURA;NO;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;QUEHACER. DOMESTICOS;JORNALERO;SIN DATO;NO APLICA;NO APLICA;CONVIVIENTE;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;CONSTRICTORA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2016;AMBATO;TUNGURAHUA;FEMICIDIO;180101816110584;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;VIOLENCIA PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;PRENDA TEXTIL;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;18;1;1;SI;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;SI;36;40;NO;EVALUACION Y PREPARATORIA DE JUICIO;PROFUGO;DIVORCIADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;26/11/2016;;30/12/1899;26/11/2016;;26/11/2016;28/11/2016;8/3/2017;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;NO;21:45;14:45;30/12/1899 16:46:41;27449;NO APLICA;;SAI;SIN DATO;-1,226639;-78,592222;DOMICILIO DE LA VICTIMA;CASA/VILLA;SI;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;SECUNDARIA;PRIMARIA;1;NO APLICA;18282201700406;NO APLICA;COMERCIANTE;OBRERO;SI;NO APLICA;NO;DIVORCIO POR CAUSAL;SI;NO;AHORCADURA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;EMPLEADA PRIVADA;OBRERO;SI;NO APLICA;NO APLICA;PAREJA;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;CONSTRICTORA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2016;GUAYAQUIL;GUAYAS;OTRAS MUERTES VIOLENTAS;090101816120015-1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO APLICA;NO;;NO;34 AÑOS Y 8 MESES;SI;URBANA;CUCHILLO;NO;NO;ASESINATO;SENTENCIADO;"1;2;4";09;1;1;;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;NO;4;36;NO APLICA;RESUELTA;SENTENCIADO;NO APLICA;CASADO/A;MESTIZO/A;MESTIZO/A;29/11/2016;;29/11/2016;29/11/2016;;29/11/2016;1/12/2016;29/11/2016;;18/12/2017 0:00:00;NO APLICA;NO;MENORES DE 15 AÑOS;NO;NO APLICA;11:30;05:40;30/12/1899 8:29:00;27498;SI;;FLAGRANCIA;SI;-2,233919365;-79,905643344;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;Niña;NINGUNO;NINGUNO;SECUNDARIA;1;2;09281201606671;NO APLICA;NO APLICA;VENDEDOR;NO APLICA;47.1 Y 14;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO APLICA;ESTUDIANTE;NO;NO;HERMANO(S);PARIENTE CONSANGUINEO (FAMILIAR);;INDAMISION;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;ASESINATO;CONDENATORIA;CONDENATORIA;SI;MADRE
ENTRE 25 Y 34 AÑOS;2016;GUAYAQUIL;GUAYAS;OTRAS MUERTES VIOLENTAS;090101817073398;140 ASESINATO, INC.1, NUM. 2;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;AGROQUIMICO;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;29;27;NO;EVALUACION Y PREPARATORIA DE JUICIO;;UNION DE HECHO;SOLTERO/A;MESTIZO/A;MESTIZO/A;27/1/2017;15/8/2021;NO APLICA;5/12/2016;;27/1/2017;19/7/2017;25/9/2018;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;07:40;19:00;30/12/1899 10:12:22;28827;NO APLICA;;SAI;SIN DATO;-2,090948136;-79,899807684;OTRO DOMICILIO;CASA/VILLA;SIN DATO;6;12;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;;BACHILLERATO;BACHILLERATO;SIN DATO;1;NO APLICA;09286201803386;SIN DATO;COMERCIANTE;SIN DATO;SI;NO APLICA;NO;NO;;NO;QUEMADURAS;;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;ESTUDIANTE;QUEHACER. DOMESTICOS;SI;NO APLICA;NO APLICA;OTROS NO FAMILIARES;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;MUJER;NO APLICA;SUSTANCIAS;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
